iter	RMSE
0	0.4165909435
1	0.3877793772
2	0.3611303612
3	0.3366662606
4	0.3144213477
5	0.294269882
6	0.2764461713
7	0.2604982236
8	0.246068072
9	0.2334166704
10	0.221902871
11	0.2113230374
12	0.20178824
13	0.1929225648
14	0.1847061972
15	0.178079925
16	0.1717264204
17	0.1661968968
18	0.1611710202
19	0.1563785906
20	0.1520294154
21	0.1481358919
22	0.1446606199
23	0.1416768102
24	0.1391428563
25	0.1365550305
26	0.1341264098
27	0.1319397971
28	0.1297516272
29	0.1278622906
30	0.1262062519
31	0.1246806144
32	0.1231263519
33	0.1218049724
34	0.1207641913
35	0.119586789
36	0.1182712133
37	0.1167081806
38	0.1157218797
39	0.1146380035
40	0.1138148948
41	0.1126147853
42	0.1118088487
43	0.110761973
44	0.1097034934
45	0.108782381
46	0.1080790797
47	0.1072442423
48	0.1066471836
49	0.1058620425
50	0.1054496608
51	0.1048179424
52	0.104142562
53	0.1033988908
54	0.1029746737
55	0.1026084057
56	0.101965177
57	0.1013418045
58	0.1007755036
59	0.1001992269
60	0.09978949194
61	0.09903580403
62	0.09851391645
63	0.09802681479
64	0.09753814338
65	0.09704334804
66	0.09658268227
67	0.09626096742
68	0.09554346205
69	0.09517757415
70	0.09492039473
71	0.09449167473
72	0.09407837503
73	0.09356164144
74	0.09306465864
75	0.09265082834
76	0.09230378679
77	0.09208501315
78	0.09160787161
79	0.0912768426
80	0.09085257255
81	0.09027501686
82	0.0898418436
83	0.08937538953
84	0.08899096681
85	0.08857409464
86	0.08811222207
87	0.08782114161
88	0.08738530546
89	0.08710685807
90	0.08665872459
91	0.08619217207
92	0.0859351293
93	0.08545864089
94	0.08477496586
95	0.08458153928
96	0.0843444006
97	0.08383844005
98	0.08358891442
99	0.08325527141
100	0.0829910567
101	0.0825708674
102	0.08230784294
103	0.08195767951
104	0.08147839899
105	0.08112849626
106	0.0806794093
107	0.08028540167
108	0.07992191097
109	0.07951279838
110	0.07919977884
111	0.07899780848
112	0.07871481985
113	0.07838481494
114	0.07809767063
115	0.07784679779
116	0.07742450028
117	0.07704492281
118	0.07651857831
119	0.07609596588
120	0.07572706061
121	0.07530184942
122	0.07493669795
123	0.07451163057
124	0.07430399497
125	0.07404942634
126	0.07373887913
127	0.07341821974
128	0.07306325681
129	0.07271111785
130	0.07232471975
131	0.07210890231
132	0.07172324596
133	0.07131498684
134	0.07108441032
135	0.07084157657
136	0.07066129008
137	0.07024859931
138	0.06987412031
139	0.06951606141
140	0.0690399467
141	0.06875371281
142	0.06838396474
143	0.06802209555
144	0.0677622789
145	0.06745377863
146	0.06710430041
147	0.06667699765
148	0.06639385931
149	0.06595550747
150	0.06559997675
151	0.06530318944
152	0.06509327823
153	0.06491344883
154	0.06453925302
155	0.06432775208
156	0.06395942094
157	0.063740661
158	0.06353733103
159	0.0633130392
160	0.0630333066
161	0.06270436107
162	0.06229463549
163	0.0620636205
164	0.06172779664
165	0.0615175145
166	0.06118210442
167	0.06081227048
168	0.06051454329
169	0.06035069995
170	0.05998848969
171	0.05965489394
172	0.05936036334
173	0.05907184494
174	0.0587989645
175	0.05862899379
176	0.05835397651
177	0.05812050543
178	0.05778321193
179	0.05752994675
180	0.05733273152
181	0.05708285382
182	0.05690618965
183	0.05662594772
184	0.05640291089
185	0.05598241886
186	0.05571691577
187	0.05550583081
188	0.05526262735
189	0.05507338639
190	0.05482147056
191	0.05463861995
192	0.05447241696
193	0.05430026921
194	0.05407337855
195	0.05371743755
196	0.0535410036
197	0.05329068056
198	0.05309384304
199	0.05290631725
200	0.05270752293
201	0.05247172712
202	0.0522426816
203	0.05198567317
204	0.05174978603
205	0.05148343902
206	0.05128562171
207	0.05110996013
208	0.05086916075
209	0.05060491345
210	0.05033529746
211	0.0502142255
212	0.0500363885
213	0.04975243144
214	0.04951789632
215	0.04930751745
216	0.04905005811
217	0.04885625855
218	0.04866383673
219	0.04857843388
220	0.04838423456
221	0.04816983414
222	0.04795629659
223	0.04769961535
224	0.04757240181
225	0.04737432182
226	0.04729986248
227	0.04714361132
228	0.04693494313
229	0.04675294452
230	0.04656850382
231	0.04644090589
232	0.04626482891
233	0.04610568519
234	0.04591912527
235	0.04579803265
236	0.0457160438
237	0.04551007699
238	0.04528074977
239	0.04506102086
240	0.04488435607
241	0.04469117025
242	0.04452286012
243	0.04430750653
244	0.0441242998
245	0.04399448408
246	0.04375063528
247	0.04359267277
248	0.04340565764
249	0.04323568373
250	0.04301976772
251	0.04291194127
252	0.0427299551
253	0.04266174055
254	0.0425291997
255	0.04236448522
256	0.04213273196
257	0.04201331381
258	0.04188121271
259	0.04167491781
260	0.04152996439
261	0.04141231954
262	0.04128467843
263	0.0410810965
264	0.04090205755
265	0.04078219591
266	0.04067027837
267	0.0404845672
268	0.04025932994
269	0.04010462629
270	0.03986497874
271	0.03970273162
272	0.03958468216
273	0.03942585843
274	0.03932958426
275	0.03914343565
276	0.03902058106
277	0.03889928606
278	0.03866255886
279	0.03848172018
280	0.03835137157
281	0.03821031999
282	0.03809514127
283	0.03802664702
284	0.03779223735
285	0.0376549892
286	0.03752980878
287	0.03742236414
288	0.03727778732
289	0.03717018139
290	0.03701215816
291	0.03689770453
292	0.03676649371
293	0.03661433941
294	0.03656054758
295	0.03642512089
296	0.03626623653
297	0.03616563388
298	0.03606281736
299	0.03596556998
300	0.03586312282
301	0.03576805681
302	0.03558409952
303	0.03542436043
304	0.03526148794
305	0.03507872546
306	0.03490141169
307	0.03481029064
308	0.03473585885
309	0.03457697152
310	0.03449747161
311	0.03436070149
312	0.03427053386
313	0.03407298303
314	0.03396226677
315	0.0338600223
316	0.03378187591
317	0.0336613294
318	0.03348670725
319	0.03336414446
320	0.03321578535
321	0.03312414242
322	0.03301263007
323	0.03287775693
324	0.0327843282
325	0.03268086036
326	0.03260509375
327	0.03249123187
328	0.03240295925
329	0.03225876309
330	0.03218464441
331	0.03207987399
332	0.03199027336
333	0.03190443012
334	0.03179348046
335	0.03165890627
336	0.03153372834
337	0.03137336631
338	0.03124430685
339	0.03105794474
340	0.03100220861
341	0.03092771855
342	0.03081893121
343	0.03076297655
344	0.03067777876
345	0.03058810681
346	0.03050290289
347	0.03041756577
348	0.03025776165
349	0.03021516086
350	0.03014149937
351	0.03006170042
352	0.02988739883
