土地面積,移轉層次,總樓層數,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,主建物面積,陽台面積,附屬建物面積,avg_distances_高中,avg_distances_國小,avg_distances_火車,avg_distances_醫療,avg_distances_公車,avg_distances_國中,avg_distances_大學,avg_distances_便利,avg_distances_AT,avg_distances_金融,avg_distances_捷運,avg_distances_郵局,avg_tax,density,edu_p,縣市_台中市,縣市_台北市,縣市_台南市,縣市_嘉義市,縣市_基隆市,縣市_宜蘭縣,縣市_屏東縣,縣市_彰化縣,縣市_新北市,縣市_新竹市,縣市_新竹縣,縣市_桃園市,縣市_花蓮縣,縣市_苗栗縣,縣市_金門縣,縣市_高雄市,使用分區_None,使用分區_住,使用分區_其他,使用分區_商,使用分區_工,使用分區_農,主要用途_一般事務所,主要用途_住商用,主要用途_住家用,主要用途_住工用,主要用途_其他,主要用途_商業用,主要用途_國民住宅,主要用途_工業用,主要用途_店鋪,主要用途_辦公室,主要用途_集合住宅,主要建材_其他,主要建材_加強磚造,主要建材_磚造,主要建材_鋼筋混凝土加強磚造,主要建材_鋼筋混凝土造,主要建材_鋼骨造,建物型態_住宅大樓(11層含以上有電梯),建物型態_公寓(5樓含以下無電梯),建物型態_華廈(10層含以下有電梯),建物型態_透天厝,ID,N_lib_2000,縣市_雲林縣
-0.5410330351870677,12,14,27.916666666666668,0.0435962599579688,-0.8193256863726953,0.0,179750,2499123,0.1271594491172593,0.0352489844019942,-0.4384519028208025,846.0006218707981,671.5996017904571,5326.891497876825,174.70726876473637,240.98906749966645,789.1303550153804,3675.716642421368,204.748784336746,204.82513675211896,984.6251088287972,601.4869344368614,1060.4352380819475,694.0,22303.80129811832,0.450381679389313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,3,0
0.7537991510133588,4,7,0.75,-0.2005824869081308,0.3114702319678166,1.0,300436,2781335,-0.4640833788451982,-0.1609793988514934,-0.4384519028208025,537.5954831410363,442.1305753537024,10793.749434572645,81.81248174714206,89.2930505782261,566.5503486128936,3178.478144827948,115.64386399919648,115.8760284321969,274.831610967716,922.1910568139208,465.4156415686054,752.0,38828.90694335151,0.538333794630501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,0
0.4828688066107044,6,7,43.91666666666666,0.2119359607385975,-0.8193256863726953,0.0,302091,2773374,0.83240747309353,2.461655601675554,-0.4384519028208025,607.8392492964086,301.6780859454698,2843.461950736162,95.82631754653816,92.2349496125256,472.16215807628,554.6040920531989,53.75280756036184,58.12270167453965,240.31660862484128,610.8846304152174,626.2597183175604,800.0,44526.8502482989,0.505585235551238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,5,0
0.3909404319686256,4,4,45.41666666666666,-0.6854927512728087,-0.8193256863726953,0.0,298394,2775413,0.0524761445325278,-1.6420771089734696,-0.4384519028208025,636.1615240794049,790.9304628364638,5878.618985637729,106.45443690594244,12.416233326566806,865.2698820514148,4283.08800060898,96.97021710839992,96.90562879925976,227.8684338110052,859.7285543583299,617.2666598648104,741.0,58301.26837906425,0.474808324205915,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,6,0
-0.7115992246863702,3,8,27.25,-0.8980718956032956,-0.8193256863726953,0.0,292572,2767887,-0.9681956847921354,-0.3333191093610782,-0.0220986841647917,1723.3232550162163,343.3406920737682,3355.119372611752,83.25999856598456,101.40602428522313,962.2670152582574,1996.663501899399,189.5441271726222,189.23297519571665,559.9326002997742,1303.0402424247577,820.6840261243797,584.0,45235.9757228488,0.448043752629365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,0
1.5915129880131744,3,25,2.833333333333333,1.9596812500719505,1.9057071004478825,2.0,216638,2672961,1.436380409792021,1.3201183112704826,1.1500957622052088,872.2423041357151,621.837746156424,2986.769285985844,128.6700226636362,138.64879920445588,879.6662677971939,1075.033337782823,317.60655774798903,124.58050462485632,362.16653081596695,106275.38981076768,802.2582382966999,985.0,16446.721211242097,0.591250751653638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,4,0
-0.6400272770565374,13,13,9.5,-0.1856444929822048,-0.2415693018653845,1.0,176287,2507053,-0.5036881615795252,-0.5926818420091662,0.0569016701442977,1147.0369681026486,920.3201467147956,1217.835874122597,148.35125331718805,130.561436435087,950.2044451097054,3410.335489860105,272.4744848250065,185.9241275477252,419.2716855839441,941.7826324934492,850.4828584258552,635.0,14796.526348090603,0.512763868433971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,4,0
0.1891546454340132,2,5,34.666666666666664,-0.5964393259451725,-0.8193256863726953,0.0,296993,2774882,-0.0632263993127569,-0.0722500429455687,-0.4384519028208025,1143.3396916091383,656.2961167843625,6396.260591419712,176.14462233784516,85.5564371364667,884.9247553881427,4523.912131781764,142.8891411666907,145.33521462000468,438.45839611347697,1139.9257192988102,513.4255920746951,612.0,33281.06328840159,0.454277286135693,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,6,0
-1.0534526105449131,10,15,39.333333333333336,-0.3591550378141156,-0.8193256863726953,0.0,306692,2772439,-0.0810485515432041,-0.4135167964298948,-0.4384519028208025,1035.5767712869556,472.5564194599738,3717.621101507709,67.54877294595646,82.23860095319709,536.1756188769205,3064.480961124687,133.00439209064126,52.35321767173173,32.55830651283545,1074.3389654777782,649.4174265518155,1172.0,46446.29918024374,0.746106736657918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,7,0
-1.160522129245687,5,18,27.916666666666668,-0.3878819492101272,-0.8193256863726953,0.0,181580,2505608,0.0038188400303543,0.040367985704259,-0.4384519028208025,894.5039538691935,450.6323504835064,1921.4913348766768,63.70322772614865,33.48750872999389,932.1177527314162,1054.1144979864314,157.7822270088917,187.5255250031156,786.5261604821591,2419.2859514782363,691.8628811757962,715.0,19645.31964901672,0.50560398505604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,4,0
